Image_Name: IMG_00002
Class: Clothes
Inner Main Points: [(398.0076370032604, 921.6868521172389), (82.86873128376415, 765.4752806754207), (227.94742855976133, 535.4195743507117), (198.2662214915684, 514.4169639902951), (341.1238861853493, 667.749542126611)]
Mask Points:
[[      42.75      498.75]
 [      42.75      971.38]
 [     83.125      971.38]
 [     83.125      954.75]
 [     87.875         950]
 [     116.38         950]
 [     118.75      952.38]
 [     137.75      952.38]
 [     140.12      954.75]
 [     147.25      954.75]
 [     149.62      957.12]
 [     201.88      957.12]
 [     204.25      954.75]
 [     220.88      954.75]
 [     223.25      952.38]
 [      256.5      952.38]
 [     258.88         950]
 [     337.25         950]
 [     339.62      952.38]
 [     384.75      952.38]
 [     387.12      954.75]
 [     394.25      954.75]
 [     396.62      957.12]
 [     415.62      957.12]
 [        418       959.5]
 [     425.12       959.5]
 [      427.5      957.12]
 [     432.25      957.12]
 [     434.62       959.5]
 [        456       959.5]
 [     458.38      961.88]
 [      465.5      961.88]
 [     467.88      964.25]
 [     467.88      971.38]
 [     520.12      971.38]
 [     520.12      961.88]
 [      522.5       959.5]
 [      522.5      954.75]
 [     524.88      952.38]
 [     524.88         950]
 [     527.25      947.62]
 [     534.38      947.62]
 [     534.38      942.88]
 [     527.25      942.88]
 [     524.88       940.5]
 [     524.88      938.12]
 [      522.5      935.75]
 [      522.5      926.25]
 [     520.12      923.88]
 [     520.12       864.5]
 [      522.5      862.12]
 [      522.5      831.25]
 [     524.88      828.88]
 [     524.88      809.88]
 [     527.25       807.5]
 [     534.38       807.5]
 [     534.38      498.75]]
