Image_Name: 1724161371254
Class: Clothes
Inner Main Points: [(280.2539239825659, 465.64065528552635), (275.6299483104009, 368.82169348305666), (177.280340515253, 422.45261363811505), (191.84475466488288, 523.5869060472303), (111.9114022684832, 570.8784287624812)]
Mask Points:
[[     202.26      337.66]
 [     202.26      341.92]
 [     200.84      343.34]
 [     193.74      343.34]
 [     192.33      344.76]
 [     141.25      344.76]
 [     139.83      346.18]
 [     135.58      346.18]
 [     134.16      347.59]
 [     127.06      347.59]
 [     125.64      349.01]
 [     121.39      349.01]
 [     119.97      350.43]
 [     115.71      350.43]
 [     114.29      351.85]
 [     111.46      351.85]
 [     110.04      353.27]
 [     102.94      353.27]
 [     101.53      354.69]
 [     94.431      354.69]
 [     93.013      356.11]
 [     87.338      356.11]
 [     85.919      357.53]
 [     83.081      357.53]
 [     81.663      358.94]
 [     78.825      358.94]
 [     77.406      360.36]
 [     74.569      360.36]
 [     71.731       363.2]
 [     70.312       363.2]
 [     68.894      364.62]
 [     64.638      364.62]
 [     64.638       431.3]
 [     68.894       431.3]
 [     70.312      432.72]
 [     70.312      436.98]
 [     71.731      438.39]
 [     71.731      441.23]
 [     70.312      442.65]
 [     70.312      451.16]
 [     68.894      452.58]
 [     64.638      452.58]
 [     64.638      593.04]
 [     70.312      593.04]
 [     71.731      594.46]
 [      73.15      594.46]
 [     74.569      595.88]
 [     81.663      595.88]
 [     83.081      597.29]
 [     93.013      597.29]
 [     94.431      598.71]
 [      152.6      598.71]
 [     154.02      597.29]
 [     200.84      597.29]
 [     202.26      595.88]
 [      243.4      595.88]
 [     244.82      594.46]
 [     256.17      594.46]
 [     257.59      593.04]
 [     264.68      593.04]
 [      266.1      591.62]
 [     294.48      591.62]
 [     295.89       590.2]
 [     297.31       590.2]
 [     298.73      591.62]
 [     332.78      591.62]
 [      334.2       590.2]
 [     335.62       590.2]
 [     337.04      588.78]
 [     337.04      587.36]
 [     338.46      585.94]
 [     338.46      583.11]
 [     339.88      581.69]
 [     339.88      536.29]
 [     338.46      534.87]
 [     338.46      448.33]
 [     339.88      446.91]
 [     339.88      402.93]
 [     341.29      401.51]
 [     341.29      400.09]
 [     342.71      398.67]
 [     346.97      398.67]
 [     346.97      351.85]
 [     342.71      351.85]
 [     341.29      350.43]
 [     339.88      350.43]
 [     338.46      349.01]
 [     337.04      349.01]
 [     335.62      347.59]
 [     331.36      347.59]
 [     329.94      346.18]
 [     322.85      346.18]
 [     321.43      344.76]
 [     284.54      344.76]
 [     283.13      343.34]
 [     274.61      343.34]
 [     273.19      341.92]
 [     273.19      337.66]]
