Image_Name: Family_YO
Class: Shoe
Inner Main Points: [(312.14968308240896, 790.8544769664072), (295.2638998410335, 790.0023236477437), (296.6157814084066, 787.3182007531531), (297.07142339608663, 786.7432631215815), (268.2107986354785, 786.8398421168221)]
Mask Points:
[[     254.62      776.61]
 [     254.62      795.29]
 [     259.96      795.29]
 [     261.29      796.62]
 [     262.62      796.62]
 [     263.96      797.96]
 [     266.63      797.96]
 [     267.96      799.29]
 [     270.63      799.29]
 [     271.97      800.62]
 [     275.97      800.62]
 [      277.3      801.96]
 [     278.64      801.96]
 [     279.97      803.29]
 [     279.97       807.3]
 [     307.99       807.3]
 [     307.99      803.29]
 [     309.33      801.96]
 [     313.33      801.96]
 [     314.67      800.62]
 [        320      800.62]
 [     321.34      799.29]
 [     324.01      799.29]
 [     325.34      797.96]
 [     326.68      797.96]
 [     328.01      796.62]
 [     329.34      796.62]
 [     330.68      795.29]
 [     330.68      793.95]
 [     332.01      792.62]
 [     332.01      784.61]
 [     330.68      783.28]
 [     330.68      781.94]
 [     329.34      780.61]
 [     329.34      776.61]]
