Image_Name: bc05606262c32d47185ca9c6f9c419f5
Class: Stock
Inner Main Points: [(226.30410834691872, 820.2242543257136), (241.1371478913217, 822.0752413815352), (214.62132422636276, 817.9373504095761), (241.13092896306148, 820.8682229813413), (227.84576211359143, 822.5575639881488)]
Mask Points:
[[     203.68      805.12]
 [     203.68      840.44]
 [     214.97      840.44]
 [     216.39      839.03]
 [     220.62      839.03]
 [     222.04      837.61]
 [     237.57      837.61]
 [     238.99      839.03]
 [     243.22      839.03]
 [     244.64      840.44]
 [     246.05      840.44]
 [     247.46      841.85]
 [     250.29      841.85]
 [     253.11      844.67]
 [     253.11      848.91]
 [     254.52      848.91]
 [     254.52      843.26]
 [     255.94      841.85]
 [     255.94      840.44]
 [     257.35      839.03]
 [     257.35      833.38]
 [     255.94      831.96]
 [     255.94      829.14]
 [     254.52      827.72]
 [     254.52      805.12]]
