Image_Name: IMG_00004
Class: Face
Inner Main Points: [(224.0260103686049, 266.697708333019), (276.6403285174276, 213.35681251671934), (184.40410675511004, 206.45337252385912), (401.64762531575155, 232.86116994261923), (233.22551217107087, 378.703701522797)]
Mask Points:
[[     353.88      106.88]
 [      351.5      109.25]
 [     349.12      109.25]
 [     344.38         114]
 [        342         114]
 [     337.25      118.75]
 [      332.5      118.75]
 [     330.12      116.38]
 [     325.38      116.38]
 [     320.62      111.62]
 [     318.25      111.62]
 [     315.88      109.25]
 [     299.25      109.25]
 [     296.88      111.62]
 [     292.12      111.62]
 [     289.75         114]
 [      256.5         114]
 [     254.12      111.62]
 [     220.88      111.62]
 [      218.5      109.25]
 [        209      109.25]
 [      199.5      118.75]
 [     197.12      118.75]
 [     192.38       123.5]
 [        190       123.5]
 [     178.12      135.38]
 [     178.12      137.75]
 [        171      144.88]
 [        171      147.25]
 [     168.62      149.62]
 [     168.62         152]
 [     166.25      154.38]
 [     166.25      156.75]
 [     163.88      159.12]
 [     163.88       161.5]
 [      161.5      163.88]
 [      161.5      166.25]
 [     156.75         171]
 [     156.75      173.38]
 [        152      178.12]
 [     149.62      178.12]
 [     147.25       180.5]
 [     130.62       180.5]
 [     128.25      182.88]
 [      123.5      182.88]
 [     121.12      185.25]
 [     118.75      185.25]
 [     118.75      187.62]
 [     116.38         190]
 [     116.38      194.75]
 [     118.75      197.12]
 [     121.12      197.12]
 [     125.88      201.88]
 [     125.88      206.62]
 [     128.25         209]
 [     128.25         228]
 [      123.5      232.75]
 [      123.5      235.12]
 [     121.12       237.5]
 [     121.12      239.88]
 [     116.38      244.62]
 [     111.62      244.62]
 [     109.25         247]
 [     106.88         247]
 [      104.5      249.38]
 [      104.5      277.88]
 [     106.88      280.25]
 [      104.5      282.62]
 [      104.5      287.38]
 [     106.88      289.75]
 [     106.88      311.12]
 [      104.5       313.5]
 [      104.5      315.88]
 [     102.12      318.25]
 [     102.12      339.62]
 [      104.5         342]
 [      104.5      349.12]
 [     106.88       351.5]
 [     106.88      358.62]
 [     109.25         361]
 [     109.25      365.75]
 [     111.62      368.12]
 [     111.62      372.88]
 [        114      375.25]
 [        114      377.62]
 [     116.38         380]
 [     116.38      382.38]
 [     128.25      394.25]
 [        133      394.25]
 [     135.38      396.62]
 [     137.75      396.62]
 [     144.88      403.75]
 [     147.25      403.75]
 [        152       408.5]
 [     154.38       408.5]
 [     159.12      413.25]
 [      161.5      413.25]
 [     166.25         418]
 [     168.62         418]
 [     175.75      425.12]
 [     178.12      425.12]
 [      180.5       427.5]
 [     182.88       427.5]
 [     185.25      429.88]
 [     187.62      429.88]
 [     194.75         437]
 [     197.12         437]
 [      199.5      439.38]
 [     201.88      439.38]
 [     204.25      441.75]
 [     206.62      441.75]
 [        209      444.12]
 [     211.38      444.12]
 [     213.75       446.5]
 [     220.88       446.5]
 [     223.25      448.88]
 [     232.75      448.88]
 [     235.12      451.25]
 [     242.25      451.25]
 [     244.62      453.62]
 [     251.75      453.62]
 [     254.12         456]
 [     268.38         456]
 [     270.75      458.38]
 [        285      458.38]
 [     287.38         456]
 [     296.88         456]
 [     299.25      453.62]
 [        304      453.62]
 [     306.38      451.25]
 [      313.5      451.25]
 [     315.88      448.88]
 [     325.38      448.88]
 [     327.75       446.5]
 [     334.88       446.5]
 [     337.25      444.12]
 [     339.62      444.12]
 [     344.38      439.38]
 [     358.62      439.38]
 [        361         437]
 [      370.5         437]
 [     372.88      439.38]
 [     377.62      439.38]
 [        380         437]
 [     384.75         437]
 [     387.12      439.38]
 [     410.88      439.38]
 [     413.25         437]
 [     415.62         437]
 [        418      434.62]
 [     420.38      434.62]
 [     422.75      432.25]
 [     422.75      429.88]
 [     444.12       408.5]
 [      446.5       408.5]
 [        456         399]
 [        456      396.62]
 [     463.12       389.5]
 [     463.12      387.12]
 [     472.62      377.62]
 [     472.62      375.25]
 [        475      372.88]
 [        475       370.5]
 [     477.38      368.12]
 [     477.38      365.75]
 [     479.75      363.38]
 [     479.75      344.38]
 [     477.38         342]
 [     477.38       332.5]
 [        475      330.12]
 [        475      311.12]
 [     472.62      308.75]
 [        475      306.38]
 [        475      282.62]
 [     477.38      280.25]
 [     477.38      270.75]
 [        475      268.38]
 [        475         266]
 [     472.62      263.62]
 [     472.62       256.5]
 [     470.25      254.12]
 [     470.25      242.25]
 [     467.88      239.88]
 [     467.88       237.5]
 [     463.12      232.75]
 [     460.75      232.75]
 [     458.38      230.38]
 [        456      230.38]
 [     451.25      225.62]
 [     448.88      225.62]
 [        437      213.75]
 [        437      211.38]
 [     434.62         209]
 [     434.62      206.62]
 [     432.25      204.25]
 [     432.25      201.88]
 [     429.88       199.5]
 [     429.88      197.12]
 [      427.5      194.75]
 [      427.5         190]
 [     425.12      187.62]
 [     425.12      185.25]
 [     422.75      182.88]
 [     422.75       180.5]
 [     420.38      178.12]
 [     420.38      175.75]
 [        418      173.38]
 [        418         171]
 [     415.62      168.62]
 [     415.62      166.25]
 [     413.25      163.88]
 [     413.25       161.5]
 [     410.88      159.12]
 [     410.88      154.38]
 [      408.5         152]
 [      408.5      144.88]
 [     403.75      140.12]
 [     403.75      137.75]
 [     396.62      130.62]
 [     396.62      128.25]
 [     391.88       123.5]
 [      389.5       123.5]
 [     387.12      121.12]
 [     384.75      121.12]
 [     382.38      118.75]
 [        380      118.75]
 [     375.25         114]
 [     375.25      111.62]
 [     372.88      109.25]
 [      370.5      109.25]
 [     368.12      106.88]]
