Image_Name: IMG_00005
Class: Clothes
Inner Main Points: [(221.71219551047147, 826.8270636137364), (490.3986565552507, 961.088936949531), (98.0282432838616, 912.3558380007735), (483.93887872244693, 552.7572934810008), (449.104035762061, 616.0085782844496)]
Mask Points:
[[      33.25      479.75]
 [      33.25      966.62]
 [      42.75      966.62]
 [     45.125         969]
 [      52.25         969]
 [     54.625      971.38]
 [      61.75      971.38]
 [      71.25      961.88]
 [         76      961.88]
 [     78.375       959.5]
 [     83.125       959.5]
 [       85.5      957.12]
 [     111.62      957.12]
 [        114       959.5]
 [     135.38       959.5]
 [     137.75      961.88]
 [     144.88      961.88]
 [     147.25      964.25]
 [     175.75      964.25]
 [     178.12      961.88]
 [     197.12      961.88]
 [      199.5       959.5]
 [     249.38       959.5]
 [     251.75      957.12]
 [     287.38      957.12]
 [     289.75       959.5]
 [        304       959.5]
 [     306.38      961.88]
 [     315.88      961.88]
 [     318.25      964.25]
 [        323      964.25]
 [     325.38      966.62]
 [      332.5      966.62]
 [     334.88         969]
 [     384.75         969]
 [      389.5      973.75]
 [     391.88      973.75]
 [     394.25      976.12]
 [     396.62      976.12]
 [     403.75      983.25]
 [     403.75      990.38]
 [     539.12      990.38]
 [     539.12         969]
 [     536.75      966.62]
 [     536.75       959.5]
 [     534.38      957.12]
 [     534.38       921.5]
 [        532      919.12]
 [        532       864.5]
 [     534.38      862.12]
 [     534.38      819.38]
 [     536.75         817]
 [     536.75      800.38]
 [     539.12         798]
 [     539.12         779]
 [      541.5      776.62]
 [      541.5      748.12]
 [     543.88      745.75]
 [     543.88      726.75]
 [     546.25      724.38]
 [     553.38      724.38]
 [     553.38      479.75]]
