Image_Name: 40e91134f556e7089a3019c31d360178
Class: Stock
Inner Main Points: [(137.08381904643807, 813.1355433509107), (124.71948842964481, 816.9038373788431), (140.61655528058654, 816.2848368703798), (132.2788203500274, 811.2363528005745), (126.70429515340375, 810.2313749486876)]
Mask Points:
[[     107.62      799.47]
 [     107.62      840.44]
 [     113.27      840.44]
 [     117.51       836.2]
 [     118.92       836.2]
 [     120.34      834.79]
 [     123.16      834.79]
 [     124.57      833.38]
 [     131.64      833.38]
 [     133.05      831.96]
 [     137.29      831.96]
 [      138.7      833.38]
 [     142.94      833.38]
 [     144.35      834.79]
 [     145.76      834.79]
 [     147.18       836.2]
 [        150       836.2]
 [     151.41      837.61]
 [     152.82      837.61]
 [     152.82       836.2]
 [     154.24      834.79]
 [     154.24      831.96]
 [     155.65      830.55]
 [     155.65      823.49]
 [     157.06      822.08]
 [     157.06      817.84]
 [     158.47      816.42]
 [     162.71      816.42]
 [     162.71      799.47]]
