Image_Name: eeb2b80f8842306952602f873f100579
Class: Stock
Inner Main Points: [(216.7074032750011, 824.9286007336358), (239.44746948614727, 823.6443548204451), (242.02276464862916, 827.075087948747), (236.01955046862537, 816.1927374715926), (234.6680918945628, 817.323611504687)]
Mask Points:
[[     203.68      805.12]
 [     203.68      841.85]
 [     209.32      841.85]
 [     210.74      840.44]
 [     213.56      840.44]
 [     214.97      839.03]
 [      217.8      839.03]
 [     219.21      837.61]
 [     223.45      837.61]
 [     224.86       836.2]
 [     236.16       836.2]
 [     237.57      837.61]
 [     241.81      837.61]
 [     243.22      839.03]
 [     244.64      839.03]
 [     246.05      840.44]
 [     247.46      840.44]
 [     248.88      841.85]
 [      251.7      841.85]
 [     253.11      843.26]
 [     254.52      843.26]
 [     254.52      841.85]
 [     255.94      840.44]
 [     255.94       836.2]
 [     254.52      834.79]
 [     254.52      826.31]
 [     253.11       824.9]
 [     253.11      817.84]
 [     254.52      816.42]
 [     254.52      805.12]]
