Image_Name: _a_16,100 copy
Class: Hair
Inner Main Points: [(974.2289059665957, 50.44258195708147), (982.6163536813817, 108.01321322784398), (1037.8984917534237, 94.69690462301912), (978.9532157747165, 96.22811441531456), (1086.4689874196747, 177.88424481153146)]
Mask Points:
[[        999           6]
 [        999          21]
 [        996          24]
 [        996          27]
 [        987          36]
 [        963          36]
 [        960          39]
 [        954          39]
 [        948          45]
 [        945          45]
 [        942          48]
 [        939          48]
 [        936          51]
 [        930          51]
 [        927          54]
 [        906          54]
 [        897          63]
 [        897          75]
 [        894          78]
 [        894          81]
 [        885          90]
 [        882          90]
 [        873          99]
 [        870          99]
 [        867         102]
 [        867         105]
 [        858         114]
 [        858         117]
 [        855         120]
 [        846         120]
 [        846         126]
 [        855         126]
 [        861         132]
 [        861         147]
 [        855         153]
 [        846         153]
 [        846         168]
 [        861         168]
 [        864         171]
 [        864         177]
 [        861         180]
 [        861         183]
 [        858         186]
 [        846         186]
 [        846         201]
 [        870         201]
 [        873         198]
 [        873         177]
 [        870         174]
 [        870         171]
 [        873         168]
 [        873         162]
 [        879         156]
 [        879         147]
 [        882         144]
 [        882         141]
 [        885         138]
 [        885         132]
 [        891         126]
 [        891         123]
 [        912         102]
 [        915         102]
 [        918          99]
 [        921          99]
 [        927          93]
 [        933          93]
 [        936          90]
 [        948          90]
 [        951          87]
 [        954          90]
 [        957          90]
 [        963          96]
 [        963         105]
 [        966         108]
 [        966         114]
 [        969         117]
 [        969         120]
 [        972         123]
 [        972         126]
 [        975         129]
 [        975         132]
 [        981         132]
 [        984         129]
 [        984         123]
 [        990         117]
 [       1002         117]
 [       1011         126]
 [       1014         126]
 [       1026         138]
 [       1026         141]
 [       1029         144]
 [       1029         159]
 [       1026         162]
 [       1026         168]
 [       1023         171]
 [       1023         174]
 [       1026         177]
 [       1029         177]
 [       1032         174]
 [       1041         174]
 [       1047         168]
 [       1053         174]
 [       1053         177]
 [       1059         183]
 [       1059         192]
 [       1062         195]
 [       1062         234]
 [       1074         234]
 [       1080         240]
 [       1086         240]
 [       1089         243]
 [       1095         243]
 [       1095         240]
 [       1098         237]
 [       1098         234]
 [       1104         228]
 [       1104         225]
 [       1107         222]
 [       1113         222]
 [       1116         219]
 [       1119         219]
 [       1122         216]
 [       1125         216]
 [       1128         213]
 [       1131         213]
 [       1134         210]
 [       1143         210]
 [       1143         183]
 [       1131         183]
 [       1128         180]
 [       1125         180]
 [       1119         174]
 [       1119         159]
 [       1122         156]
 [       1122         147]
 [       1119         144]
 [       1119         141]
 [       1113         135]
 [       1113         132]
 [       1110         129]
 [       1110         123]
 [       1119         114]
 [       1122         114]
 [       1122         111]
 [       1119         111]
 [       1116         108]
 [       1113         108]
 [       1107         102]
 [       1104         102]
 [       1086          84]
 [       1086          81]
 [       1080          75]
 [       1077          75]
 [       1071          69]
 [       1065          69]
 [       1062          66]
 [       1062          60]
 [       1065          57]
 [       1065          51]
 [       1062          51]
 [       1059          48]
 [       1035          48]
 [       1026          39]
 [       1026          33]
 [       1023          30]
 [       1023          27]
 [       1020          24]
 [       1020          21]
 [       1017          18]
 [       1017           6]]
