Image_Name: _a_16,100 copy
Class: Hair
Inner Main Points: [(984.8045021433899, 61.429736393364465), (1040.979708102058, 114.4698252914572), (1068.9273817979165, 94.07842985121914), (1023.567190180243, 51.98454011924008), (1096.4606114566916, 127.20930324069928)]
Mask Points:
[[        999           6]
 [        999          18]
 [        996          21]
 [        996          27]
 [        987          36]
 [        963          36]
 [        960          39]
 [        954          39]
 [        948          45]
 [        945          45]
 [        942          48]
 [        939          48]
 [        936          51]
 [        927          51]
 [        924          54]
 [        903          54]
 [        900          57]
 [        900          60]
 [        897          63]
 [        897          72]
 [        894          75]
 [        894          81]
 [        888          87]
 [        885          87]
 [        873          99]
 [        870          99]
 [        867         102]
 [        867         105]
 [        855         117]
 [        846         117]
 [        846         126]
 [        858         126]
 [        861         129]
 [        861         132]
 [        864         135]
 [        864         141]
 [        861         144]
 [        861         147]
 [        855         153]
 [        846         153]
 [        846         168]
 [        858         168]
 [        864         174]
 [        861         177]
 [        861         180]
 [        855         186]
 [        846         186]
 [        846         201]
 [        876         201]
 [        876         165]
 [        879         162]
 [        879         147]
 [        882         144]
 [        882         138]
 [        885         135]
 [        885         132]
 [        891         126]
 [        891         123]
 [        894         120]
 [        894         117]
 [        897         114]
 [        900         114]
 [        912         102]
 [        915         102]
 [        918          99]
 [        921          99]
 [        924          96]
 [        927          96]
 [        930          93]
 [        936          93]
 [        939          90]
 [        954          90]
 [        957          93]
 [        960          93]
 [        963          96]
 [        963         105]
 [        966         108]
 [        966         117]
 [        972         123]
 [        972         126]
 [        978         132]
 [        981         129]
 [        981         126]
 [        984         123]
 [        984         120]
 [        990         114]
 [        999         114]
 [       1011         126]
 [       1014         126]
 [       1026         138]
 [       1026         177]
 [       1029         174]
 [       1041         174]
 [       1047         168]
 [       1056         177]
 [       1056         180]
 [       1059         183]
 [       1059         186]
 [       1062         189]
 [       1062         192]
 [       1065         195]
 [       1065         201]
 [       1062         204]
 [       1062         216]
 [       1059         219]
 [       1059         222]
 [       1062         225]
 [       1062         234]
 [       1065         237]
 [       1071         237]
 [       1074         240]
 [       1077         240]
 [       1080         243]
 [       1089         243]
 [       1092         240]
 [       1095         240]
 [       1098         237]
 [       1098         234]
 [       1101         231]
 [       1101         228]
 [       1107         222]
 [       1110         222]
 [       1113         219]
 [       1122         219]
 [       1125         216]
 [       1128         216]
 [       1131         213]
 [       1143         213]
 [       1143         183]
 [       1131         183]
 [       1128         180]
 [       1125         180]
 [       1116         171]
 [       1119         168]
 [       1119         162]
 [       1122         159]
 [       1122         153]
 [       1125         150]
 [       1122         147]
 [       1122         144]
 [       1116         138]
 [       1116         135]
 [       1110         129]
 [       1110         123]
 [       1119         114]
 [       1125         114]
 [       1125         111]
 [       1122         111]
 [       1119         108]
 [       1116         108]
 [       1110         102]
 [       1107         102]
 [       1104          99]
 [       1101          99]
 [       1092          90]
 [       1092          87]
 [       1086          81]
 [       1086          78]
 [       1083          75]
 [       1080          75]
 [       1077          72]
 [       1074          72]
 [       1071          69]
 [       1065          69]
 [       1062          66]
 [       1062          60]
 [       1065          57]
 [       1068          57]
 [       1071          54]
 [       1068          51]
 [       1065          51]
 [       1059          45]
 [       1047          45]
 [       1044          48]
 [       1035          48]
 [       1029          42]
 [       1029          39]
 [       1026          36]
 [       1026          33]
 [       1023          30]
 [       1023          24]
 [       1020          21]
 [       1020          18]
 [       1017          15]
 [       1017           6]]
