Image_Name: a92c059c68869897ccf84af6134edad5
Class: Stock
Inner Main Points: [(217.66133835929057, 818.0638751153205), (231.55205619595807, 821.5825444344609), (233.0757576277902, 820.8806805338206), (218.15473311253643, 816.9081245689018), (214.3515641578994, 818.9340863612123)]
Mask Points:
[[     203.68      805.12]
 [     203.68      841.85]
 [     209.32      841.85]
 [     210.74      840.44]
 [     213.56      840.44]
 [     214.97      839.03]
 [      217.8      839.03]
 [     219.21      837.61]
 [     223.45      837.61]
 [     224.86       836.2]
 [     236.16       836.2]
 [     237.57      837.61]
 [     241.81      837.61]
 [     243.22      839.03]
 [     244.64      839.03]
 [     246.05      840.44]
 [     247.46      840.44]
 [     248.88      841.85]
 [      251.7      841.85]
 [     253.11      843.26]
 [     254.52      843.26]
 [     254.52      841.85]
 [     255.94      840.44]
 [     255.94       836.2]
 [     254.52      834.79]
 [     254.52      826.31]
 [     253.11       824.9]
 [     253.11      817.84]
 [     254.52      816.42]
 [     254.52      805.12]]
