Image_Name: c1075d07ee9e0b261a1a59a14074fa03
Class: Stock
Inner Main Points: [(140.2801715701615, 811.0222819049201), (129.7207946531692, 818.6369488781758), (142.0359100644328, 812.7467377254463), (118.8764969679032, 811.4547112388595), (129.54380029867312, 811.3032354139682)]
Mask Points:
[[     107.62      799.47]
 [     107.62      840.44]
 [     113.27      840.44]
 [     117.51       836.2]
 [     118.92       836.2]
 [     120.34      834.79]
 [     123.16      834.79]
 [     124.57      833.38]
 [     131.64      833.38]
 [     133.05      831.96]
 [     137.29      831.96]
 [      138.7      833.38]
 [     142.94      833.38]
 [     144.35      834.79]
 [     145.76      834.79]
 [     147.18       836.2]
 [        150       836.2]
 [     151.41      837.61]
 [     152.82      837.61]
 [     152.82       836.2]
 [     154.24      834.79]
 [     154.24      831.96]
 [     155.65      830.55]
 [     155.65      823.49]
 [     157.06      822.08]
 [     157.06      817.84]
 [     158.47      816.42]
 [     162.71      816.42]
 [     162.71      799.47]]
